"author","author_date","committer","committer_date","sha","additions","deletions","total"
"","2014-07-28 13:27:28","","2014-07-28 13:27:28","42e888cd204877efbd1a612a027c69c4721c53f4","3","3","6"
"","2014-07-28 13:26:31","","2014-07-28 13:26:31","f7d0294de4277ea234325bb8919406d6d894d93d","3","3","6"
"","2014-07-28 13:18:41","","2014-07-28 13:18:41","14c752558bbc3498bb9034460a333d93771aa8bd","25","27","52"
"","2014-07-28 12:47:36","","2014-07-28 12:47:36","490deda6ef4291824d9c7f2f633176283e589a0c","1","1","2"
"","2014-07-28 12:44:07","","2014-07-28 12:44:07","e742ea1f3429f5cd28149e0145058f7d9e74c35e","11","35","46"
"","2014-07-28 09:37:55","","2014-07-28 09:37:55","7785cffb597f3c96da3356772aea55ea61f223bd","11","15","26"
"","2014-07-25 13:33:26","","2014-07-25 13:33:26","eaddb5af80a6c7c8e73bca4cfaf4403c320163e4","1","1","2"
"","2014-07-25 13:28:41","","2014-07-25 13:28:41","6a797fb32b41fed52b787550b49ae91cdf45583a","7","87","94"
"","2014-07-25 12:00:50","","2014-07-25 12:00:50","3673803511b90342483e1af8eefe327cd52d2d3f","1","22","23"
"","2014-07-24 14:30:15","","2014-07-24 14:30:15","af738e9c9bc5961ae64dc363aaa7944227d3163a","0","42","42"
"","2014-07-24 11:54:25","","2014-07-24 11:54:25","9e64022b8e78e25eb82802b61122b7fc6de30458","0","0","0"
