"author","author_date","committer","committer_date","sha","additions","deletions","total"
"yawnt","2013-09-14 11:06:00","yawnt","2013-09-14 11:06:00","7d71a867a8bdc375f7577cec3905cca89bbf415c","3","3","6"
"yawnt","2013-09-14 11:04:59","yawnt","2013-09-14 11:04:59","6a03e5f7cf356416ea13584e279f5bfa3791c058","3","0","3"
"yawnt","2013-09-14 11:02:28","yawnt","2013-09-14 11:02:28","2a593664a5768c90d9b2edf4c298460416b38926","131","3","134"
"yawnt","2013-09-14 11:01:53","yawnt","2013-09-14 11:01:53","893100972c22febbf133134394bc0bcef47d9e12","5","5","10"
"yawnt","2013-09-14 10:48:53","yawnt","2013-09-14 10:48:53","79a14acfd2b2bf03f5ae2b334e7a37e619da6bb9","22","43","65"
"yawnt","2013-09-14 08:22:31","yawnt","2013-09-14 08:22:31","f97c0c6167371c5ff92e6361b1df02e3fd5506d7","0","9","9"
"yawnt","2013-09-14 08:06:03","yawnt","2013-09-14 08:06:03","1a7bef0cda58243416a263075dc6eb51f22b6dec","19","14","33"
"yawnt","2013-09-13 21:38:12","yawnt","2013-09-13 21:38:12","e45bfd66a21a2470c5a4a4cc1d6095494bbc0f6b","18","88","106"
"yawnt","2013-09-13 18:49:52","yawnt","2013-09-13 18:49:52","a74cd85c8a5aae2851acf7139648fefd6a02a57b","13","80","93"
"yawnt","2013-09-13 18:06:51","yawnt","2013-09-13 18:06:51","4a4607d075a912746386d1751fd6b0fc98cf6b20","4","21","25"
"yawnt","2013-09-13 17:08:34","yawnt","2013-09-13 17:08:34","0fb33810f5e70b714bd9868557d85a531b8e11e3","12","209","221"
"yawnt","2013-09-13 17:07:34","yawnt","2013-09-13 17:07:34","c9cd6d2ad324e0e6222932c8f29f27621071e045","4","5","9"
